URN,LA (code),LA (name),EstablishmentNumber,EstablishmentName,TypeOfEstablishment (code),TypeOfEstablishment (name),EstablishmentTypeGroup (code),EstablishmentTypeGroup (name),EstablishmentStatus (code),EstablishmentStatus (name),ReasonEstablishmentOpened (code),ReasonEstablishmentOpened (name),OpenDate,ReasonEstablishmentClosed (code),ReasonEstablishmentClosed (name),CloseDate,PhaseOfEducation (code),PhaseOfEducation (name),StatutoryLowAge,StatutoryHighAge,Boarders (code),Boarders (name),NurseryProvision (name),OfficialSixthForm (code),OfficialSixthForm (name),Gender (code),Gender (name),ReligiousCharacter (code),ReligiousCharacter (name),ReligiousEthos (name),Diocese (code),Diocese (name),AdmissionsPolicy (code),AdmissionsPolicy (name),SchoolCapacity,SpecialClasses (code),SpecialClasses (name),CensusDate,NumberOfPupils,NumberOfBoys,NumberOfGirls,PercentageFSM,TrustSchoolFlag (code),TrustSchoolFlag (name),Trusts (code),Trusts (name),SchoolSponsorFlag (name),SchoolSponsors (name),FederationFlag (name),Federations (code),Federations (name),UKPRN,FEHEIdentifier,FurtherEducationType (name),LastChangedDate,Street,Locality,Address3,Town,County (name),Postcode,SchoolWebsite,TelephoneNum,HeadTitle (name),HeadFirstName,HeadLastName,HeadPreferredJobTitle,BSOInspectorateName (name),InspectorateReport,DateOfLastInspectionVisit,NextInspectionVisit,TeenMoth (name),TeenMothPlaces,CCF (name),SENPRU (name),EBD (name),PlacesPRU,FTProv (name),EdByOther (name),Section41Approved (name),SEN1 (name),SEN2 (name),SEN3 (name),SEN4 (name),SEN5 (name),SEN6 (name),SEN7 (name),SEN8 (name),SEN9 (name),SEN10 (name),SEN11 (name),SEN12 (name),SEN13 (name),TypeOfResourcedProvision (name),ResourcedProvisionOnRoll,ResourcedProvisionCapacity,SenUnitOnRoll,SenUnitCapacity,GOR (code),GOR (name),DistrictAdministrative (code),DistrictAdministrative (name),AdministrativeWard (code),AdministrativeWard (name),ParliamentaryConstituency (code),ParliamentaryConstituency (name),UrbanRural (code),UrbanRural (name),GSSLACode (name),Easting,Northing,MSOA (name),LSOA (name),InspectorateName (name),SENStat,SENNoStat,BoardingEstablishment (name),PropsName,PreviousLA (code),PreviousLA (name),PreviousEstablishmentNumber,Country (name),UPRN,SiteName,QABName (code),QABName (name),EstablishmentAccredited (code),EstablishmentAccredited (name),QABReport,CHNumber,MSOA (code),LSOA (code),FSM,AccreditationExpiryDate
125076,936,Surrey,2476,Crawley Ridge Junior School,01,Community school,4,Local authority maintained schools,2,Closed,00,Not applicable,,10,Academy Converter,31-03-2018,2,Primary,7,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,264,2,No Special Classes,18-01-2018,253,124,129,4.3,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,29-11-2019,Graitney,Crawley Ridge,,Camberley,Surrey,GU15 2AJ,,,Mrs,Susan,Knight,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000214,Surrey Heath,E05012036,St Pauls,E14000983,Surrey Heath,C1,(England/Wales) Urban city and town,E10000030,488995,161101,Surrey Heath 005,Surrey Heath 005C,,,,,,999,,,,100062328231,,0,Not applicable,0,Not applicable,,,E02006420,E01030798,11,
125077,936,Surrey,2478,William Cobbett Primary School,01,Community school,4,Local authority maintained schools,2,Closed,00,Not applicable,,10,Academy Converter,30-06-2026,2,Primary,4,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,480,1,Has Special Classes,15-01-2026,511,265,246,14.50,0,Not applicable,,,Not applicable,,Not under a federation,,,10069190,,Not applicable,30-06-2026,Weybourne Road,,,Farnham,Surrey,GU9 9ER,http://www.william-cobbett.surrey.sch.uk,,Mr,Andrew,Stear,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,"SLCN - Speech, language and Communication",ASD - Autistic Spectrum Disorder,,,,,,,,,,,,SEN unit,,,31,30,J,South East,E07000216,Waverley,E05015160,Farnham Weybourne,E14001234,Farnham and Bordon,UN1,Urban: Nearer to a major town or city,E10000030,485372,148805,Waverley 001,Waverley 001B,,,,,,999,,,,100062355388,,0,Not applicable,0,Not applicable,,,E02006439,E01030902,74,
125078,936,Surrey,2479,South Farnham Community Junior School,01,Community school,4,Local authority maintained schools,2,Closed,00,Not applicable,,10,Academy Converter,30-06-2011,2,Primary,4,11,1,No boarders,No Nursery Classes,0,Not applicable,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,724,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,10018900,,Not applicable,14-11-2018,Menin Way,,,Farnham,Surrey,GU9 8DY,,,Mr,Andrew,Carter,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000216,Waverley,E05007423,Farnham Moor Park,E14000953,South West Surrey,C1,(England/Wales) Urban city and town,E10000030,484969,146336,Waverley 004,Waverley 004D,,,,,,999,,,,,,0,Not applicable,0,Not applicable,,,E02006442,E01030894,,
125079,936,Surrey,2484,Tillingbourne Junior School,01,Community school,4,Local authority maintained schools,2,Closed,00,Not applicable,,10,Academy Converter,30-09-2023,2,Primary,7,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,360,2,No Special Classes,19-01-2023,360,190,170,15.80,0,Not applicable,,,Not applicable,,Not under a federation,,,10075090,,Not applicable,30-09-2023,New Road,Chilworth,,Guildford,Surrey,GU4 8NB,,,Ms,Jo,Oliver,,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000209,Guildford,E05014957,Shalford,E14000719,Guildford,D1,(England/Wales) Rural town and fringe,E10000030,501828,146857,Guildford 017,Guildford 017D,,,,,,999,,,,100062348603,,0,Not applicable,0,Not applicable,,,E02006360,E01030479,57,
125080,936,Surrey,2489,Horsell Village School,01,Community school,4,Local authority maintained schools,2,Closed,00,Not applicable,,10,Academy Converter,31-08-2013,2,Primary,4,7,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,269,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,29-11-2019,Church Hill,Horsell,,Woking,Surrey,GU21 4QQ,,,Mrs,Elaine,Cooper,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000217,Woking,E05010800,Horsell,E14001047,Woking,A1,(England/Wales) Urban major conurbation,E10000030,499619,159160,Woking 003,Woking 003F,,,,,,999,,,,10001154944,,0,Not applicable,0,Not applicable,,,E02006458,E01030968,,
125081,936,Surrey,2491,West Byfleet Junior School,01,Community school,4,Local authority maintained schools,1,Open,00,Not applicable,,00,Not applicable,,2,Primary,7,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,360,2,No Special Classes,15-01-2026,345,172,173,10.70,0,Not applicable,,,Not applicable,,Not under a federation,,,10075089,,Not applicable,30-06-2026,Camphill Road,,,West Byfleet,Surrey,KT14 6EF,www.westbyfleetjunior.org.uk/,01932348961,Mr,Ben,Wasserberg,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000217,Woking,E05010795,Byfleet and West Byfleet,E14001592,Woking,UN1,Urban: Nearer to a major town or city,E10000030,504518,161216,Woking 002,Woking 002E,,,,,,999,,,,200000205288,,0,Not applicable,0,Not applicable,,,E02006457,E01031004,37,
125082,936,Surrey,2492,New Monument School,01,Community school,4,Local authority maintained schools,2,Closed,00,Not applicable,,10,Academy Converter,30-06-2013,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,290,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,29-11-2019,Alpha Road,Maybury,,Woking,Surrey,GU22 8HA,,,Mrs,Tricia,Cahillane,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000217,Woking,E05010803,Pyrford,E14001047,Woking,A1,(England/Wales) Urban major conurbation,E10000030,502199,159530,Woking 004,Woking 004B,,,,,,999,,,,,,0,Not applicable,0,Not applicable,,,E02006459,E01030981,,
125083,936,Surrey,2493,Meath Green Infant School,01,Community school,4,Local authority maintained schools,1,Open,00,Not applicable,,00,Not applicable,,2,Primary,4,7,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,270,2,No Special Classes,15-01-2026,267,137,130,7.50,0,Not applicable,,,Not applicable,,Not under a federation,,,10072757,,Not applicable,30-06-2026,Kiln Lane,Meath Green,,Horley,Surrey,RH6 8JG,http://www.meathgreeninfant.org,01293772708,Mrs,Helen,Powell,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000211,Reigate and Banstead,E05012878,Horley West & Sidlow,E14001201,Dorking and Horley,UN1,Urban: Nearer to a major town or city,E10000030,527981,144246,Reigate and Banstead 016,Reigate and Banstead 016B,,,,,,999,,,,68123252,,0,Not applicable,0,Not applicable,,,E02006390,E01030585,20,
125084,936,Surrey,2496,Sythwood Primary School,01,Community school,4,Local authority maintained schools,2,Closed,00,Not applicable,,10,Academy Converter,31-12-2013,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,420,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,29-11-2019,Sythwood,Horsell,,Woking,Surrey,GU21 3AX,,,Mrs,Sue,Tresilian,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,VI - Visual Impairment,,,,,,,,,,,,,Resourced provision,6,12,,,J,South East,E07000217,Woking,E05010797,Goldsworth Park,E14001047,Woking,A1,(England/Wales) Urban major conurbation,E10000030,498744,159180,Woking 005,Woking 005B,,,,,,999,,,,,,0,Not applicable,0,Not applicable,,,E02006460,E01030952,,
125085,936,Surrey,2501,Cross Farm Infant School,01,Community school,4,Local authority maintained schools,2,Closed,00,Not applicable,,10,Academy Converter,30-09-2015,2,Primary,5,7,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,124,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,29-11-2019,Gresham Way,Frimley Green,,Camberley,Surrey,GU16 6LZ,,,,Jules,Langston,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000214,Surrey Heath,E05012029,Frimley Green,E14000983,Surrey Heath,C1,(England/Wales) Urban city and town,E10000030,488387,156831,Surrey Heath 011,Surrey Heath 011D,,,,,,999,,,,,,0,Not applicable,0,Not applicable,,,E02006426,E01030773,,
125086,936,Surrey,2870,Buckland Junior School,01,Community school,4,Local authority maintained schools,2,Closed,00,Not applicable,,01,Result of Amalgamation/Merger,31-08-2007,2,Primary,7,11,1,No boarders,No Nursery Classes,0,Not applicable,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,240,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,14-11-2018,Berryscroft Road,Laleham,,Staines,,TW18 1NB,,,Mrs,L,Christie,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000213,Spelthorne,E05007371,Staines South,E14000959,Spelthorne,A1,(England/Wales) Urban major conurbation,E10000030,505346,170280,Spelthorne 007,Spelthorne 007B,,,,,,999,,,,33037057,,0,Not applicable,0,Not applicable,,,E02006409,E01030739,,
125087,936,Surrey,2871,Buckland Infant School,01,Community school,4,Local authority maintained schools,2,Closed,00,Not applicable,,01,Result of Amalgamation/Merger,31-08-2007,2,Primary,5,7,1,No boarders,No Nursery Classes,0,Not applicable,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,180,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,14-11-2018,Berryscroft Road,Laleham,,Staines,,TW18 1NB,,,Mrs,Karima,Mould,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000213,Spelthorne,E05007371,Staines South,E14000959,Spelthorne,A1,(England/Wales) Urban major conurbation,E10000030,505346,170280,Spelthorne 007,Spelthorne 007B,,,,,,999,,,,33037057,,0,Not applicable,0,Not applicable,,,E02006409,E01030739,,
125088,936,Surrey,2873,Clarendon Primary School,01,Community school,4,Local authority maintained schools,1,Open,00,Not applicable,,00,Not applicable,,2,Primary,2,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,241,2,No Special Classes,15-01-2026,254,141,113,27.40,0,Not applicable,,,Not applicable,,Not under a federation,,,10073877,,Not applicable,30-06-2026,Knapp Road,,,Ashford,Surrey,TW15 2HZ,www.clarendon.surrey.sch.uk/,01784253379,Mr,William,Neale,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000213,Spelthorne,E05007365,Ashford Town,E14001505,Spelthorne,UN1,Urban: Nearer to a major town or city,E10000030,506734,171919,Spelthorne 003,Spelthorne 003C,,,,,,999,,,,33037117,,0,Not applicable,0,Not applicable,,,E02006405,E01030712,61,
125089,936,Surrey,2874,Kingscroft Junior School,01,Community school,4,Local authority maintained schools,2,Closed,00,Not applicable,,01,Result of Amalgamation/Merger,31-08-2011,2,Primary,7,11,1,No boarders,No Nursery Classes,0,Not applicable,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,360,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,14-11-2018,Park Avenue,,,Staines,Surrey,TW18 2EF,,,Mrs,B,Fox,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000213,Spelthorne,E05007370,Staines,E14000959,Spelthorne,A1,(England/Wales) Urban major conurbation,E10000030,504178,170880,Spelthorne 004,Spelthorne 004E,,,,,,999,,,,33037176,,0,Not applicable,0,Not applicable,,,E02006406,E01030738,,
125090,936,Surrey,2877,St Anne's Primary 3-7 School,01,Community school,4,Local authority maintained schools,2,Closed,00,Not applicable,,01,Result of Amalgamation/Merger,31-08-2004,2,Primary,3,7,1,No boarders,Has Nursery Classes,0,Not applicable,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,173,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,14-11-2018,Clare Road,Stanwell,,Staines,,TW19 7DB,,,Mrs,A,Newman,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000213,Spelthorne,E05007372,Stanwell North,E14000959,Spelthorne,A1,(England/Wales) Urban major conurbation,E10000030,506270,173944,Spelthorne 001,Spelthorne 001B,,,,,,999,,,,33046566,,0,Not applicable,0,Not applicable,,,E02006403,E01030744,,
125091,936,Surrey,2878,Shortwood Infant School,01,Community school,4,Local authority maintained schools,2,Closed,00,Not applicable,,01,Result of Amalgamation/Merger,31-08-2011,2,Primary,5,7,1,No boarders,No Nursery Classes,0,Not applicable,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,81,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,14-11-2018,Stanwell New Road,,,Staines,Surrey,TW18 4HZ,,,Ms,Maggie,Ennis,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000213,Spelthorne,E05007370,Staines,E14000959,Spelthorne,A1,(England/Wales) Urban major conurbation,E10000030,504527,172084,Spelthorne 004,Spelthorne 004A,,,,,,999,,,,33037191,,0,Not applicable,0,Not applicable,,,E02006406,E01030734,,
125092,936,Surrey,2880,Riverbridge Primary School,01,Community school,4,Local authority maintained schools,2,Closed,00,Not applicable,,10,Academy Converter,31-08-2016,2,Primary,2,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,630,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,15-10-2018,Park Avenue,,,Staines,Surrey,TW18 2EF,,,Mrs,Mary Ellen,McCarthy,Executive Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000213,Spelthorne,E05007370,Staines,E14000959,Spelthorne,A1,(England/Wales) Urban major conurbation,E10000030,504170,170873,Spelthorne 004,Spelthorne 004E,,,,,,999,,,,33037176,,0,Not applicable,0,Not applicable,,,E02006406,E01030738,,
125093,936,Surrey,2903,Spelthorne Junior School,01,Community school,4,Local authority maintained schools,2,Closed,00,Not applicable,,01,Result of Amalgamation/Merger,31-08-2011,2,Primary,7,11,1,No boarders,No Nursery Classes,0,Not applicable,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,400,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,14-11-2018,Feltham Hill Road,Ashford Common,,Ashford,Surrey,TW15 1LP,,,Mrs,Ann,Platt,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,"SLCN - Speech, language and Communication",,,,,,,,,,,,,Resourced provision,10,10,,,J,South East,E07000213,Spelthorne,E05007362,Ashford Common,E14000959,Spelthorne,A1,(England/Wales) Urban major conurbation,E10000030,508917,170847,Spelthorne 006,Spelthorne 006C,,,,,,999,,,,,,0,Not applicable,0,Not applicable,,,E02006408,E01030699,,
125094,936,Surrey,2907,Chennestone Primary School,01,Community school,4,Local authority maintained schools,1,Open,00,Not applicable,,00,Not applicable,,2,Primary,5,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,370,2,No Special Classes,15-01-2026,282,135,147,15.60,0,Not applicable,,,Not applicable,,Supported by a federation,15742,Beauclerc and Chennestone Schools,10073876,,Not applicable,30-06-2026,Manor Lane,,,Sunbury-on-Thames,Surrey,TW16 5ED,http://www.chennestone.surrey.sch.uk,01932785477,Mrs,Hayley,Mulhall,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000213,Spelthorne,E05007374,Sunbury East,E14001505,Spelthorne,UN1,Urban: Nearer to a major town or city,E10000030,510966,169316,Spelthorne 010,Spelthorne 010D,,,,,,999,,,,33041132,,0,Not applicable,0,Not applicable,,,E02006412,E01030756,44,
125095,936,Surrey,2908,Spelthorne School,01,Community school,4,Local authority maintained schools,2,Closed,00,Not applicable,01-01-1900,06,For Academy,30-11-2018,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,690,1,Has Special Classes,18-01-2018,605,299,306,11.6,0,Not applicable,,,Not applicable,,Not under a federation,,,10081377,,Not applicable,30-11-2018,Feltham Hill Road,,,Ashford,Middlesex,TW15 1LP,,,Mrs,Amy,Daniels,Interim Head of School,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,"SLCN - Speech, language and Communication",,,,,,,,,,,,,SEN unit,,,20,20,J,South East,E07000213,Spelthorne,E05007362,Ashford Common,E14000959,Spelthorne,A1,(England/Wales) Urban major conurbation,E10000030,508917,170847,Spelthorne 006,Spelthorne 006C,,,,,,999,,,,33041771,,0,Not applicable,0,Not applicable,,,E02006408,E01030699,65,
125096,936,Surrey,2912,Beauclerc Infant and Nursery School,01,Community school,4,Local authority maintained schools,1,Open,00,Not applicable,,00,Not applicable,,2,Primary,3,7,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,90,2,No Special Classes,15-01-2026,85,42,43,10.60,0,Not applicable,,,Not applicable,,Supported by a federation,15742,Beauclerc and Chennestone Schools,10072756,,Not applicable,30-06-2026,116 French Street,,,Sunbury-on-Thames,Middlesex,TW16 5LE,http://www.beauclerc.surrey.sch.uk,01932780672,Mrs,Hayley,Mulhall,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000213,Spelthorne,E05007374,Sunbury East,E14001505,Spelthorne,UN1,Urban: Nearer to a major town or city,E10000030,511337,168929,Spelthorne 010,Spelthorne 010A,,,,,,999,,,,33037269,,0,Not applicable,0,Not applicable,,,E02006412,E01030753,9,
125097,936,Surrey,2913,Sandringham School,01,Community school,4,Local authority maintained schools,2,Closed,00,Not applicable,,10,Academy Converter,30-09-2015,2,Primary,4,7,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,00,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,180,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,Not applicable,29-11-2019,Sandringham Way,Paddock Hill Estate,,Frimley,Surrey,GU16 9YF,,,Mrs,Christine,Dickinson,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,J,South East,E07000214,Surrey Heath,E05012029,Frimley Green,E14000983,Surrey Heath,C1,(England/Wales) Urban city and town,E10000030,488847,157392,Surrey Heath 011,Surrey Heath 011B,,,,,,999,,,,,,0,Not applicable,0,Not applicable,,,E02006426,E01030771,,
