propertyRecordId,address,paon,saon,street,locality,town,postcode,district,propertyType,estateId,estate,estateClassification,estateType,estateRuleId,estateRegistryVersion,estateEvidenceStatus,estateReviewStatus,price,date,market,category
property:PARKLANDS HOUSE PARKLANDS SHERE GUILDFORD GU5 9JQ|GU59JQ,"PARKLANDS HOUSE, PARKLANDS, SHERE, GUILDFORD, GU5 9JQ",PARKLANDS HOUSE,,PARKLANDS,SHERE,GUILDFORD,GU5 9JQ,Guildford,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3000000,2025-10-03,guildford-district,A
property:DANEBURY TYRRELLS WOOD LEATHERHEAD KT22 8QH|KT228QH,"DANEBURY, TYRRELLS WOOD, LEATHERHEAD, KT22 8QH",DANEBURY,,TYRRELLS WOOD,,LEATHERHEAD,KT22 8QH,Mole Valley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2850000,2025-10-03,mole-valley,A
property:18 ESHER PLACE AVENUE ESHER KT10 8PY|KT108PY,"18, ESHER PLACE AVENUE, ESHER, KT10 8PY",18,,ESHER PLACE AVENUE,,ESHER,KT10 8PY,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2255000,2025-10-03,elmbridge-prime,A
property:MOOR FARM MOOR LANE MARSH GREEN EDENBRIDGE TN8 5RA|TN85RA,"MOOR FARM, MOOR LANE, MARSH GREEN, EDENBRIDGE, TN8 5RA",MOOR FARM,,MOOR LANE,MARSH GREEN,EDENBRIDGE,TN8 5RA,Tandridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2125000,2025-10-03,tandridge-oxted,A
property:19 RIVERSIDE DRIVE ESHER KT10 8PG|KT108PG,"19, RIVERSIDE DRIVE, ESHER, KT10 8PG",19,,RIVERSIDE DRIVE,,ESHER,KT10 8PG,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3100000,2025-10-02,elmbridge-prime,A
property:CAMELOT BOURNESIDE VIRGINIA WATER GU25 4LZ|GU254LZ,"CAMELOT, BOURNESIDE, VIRGINIA WATER, GU25 4LZ",CAMELOT,,BOURNESIDE,,VIRGINIA WATER,GU25 4LZ,Runnymede,Detached,wentworth-estate,Wentworth Estate,A,traditional_private_estate,pe:wentworth-estate:bourneside:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,2900000,2025-10-02,runnymede-wentworth,A
property:HIGHSTEAD PASTENS ROAD OXTED RH8 0RE|RH80RE,"HIGHSTEAD, PASTENS ROAD, OXTED, RH8 0RE",HIGHSTEAD,,PASTENS ROAD,,OXTED,RH8 0RE,Tandridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2750000,2025-10-02,tandridge-oxted,A
property:RAKE MEADOW STATION LANE MILFORD GODALMING GU8 5AD|GU85AD,"RAKE MEADOW, STATION LANE, MILFORD, GODALMING, GU8 5AD",RAKE MEADOW,,STATION LANE,MILFORD,GODALMING,GU8 5AD,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2775000,2025-10-01,waverley-south-surrey,A
property:3 TOWNGATE COBHAM KT11 2TS|KT112TS,"3, TOWNGATE, COBHAM, KT11 2TS",3,,TOWNGATE,,COBHAM,KT11 2TS,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2180000,2025-09-30,elmbridge-prime,A
property:CHEYHAM TYRRELLS WOOD LEATHERHEAD KT22 8QJ|KT228QJ,"CHEYHAM, TYRRELLS WOOD, LEATHERHEAD, KT22 8QJ",CHEYHAM,,TYRRELLS WOOD,,LEATHERHEAD,KT22 8QJ,Mole Valley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2375000,2025-09-26,mole-valley,A
property:GRANVILLE THE RIDGE EPSOM KT18 7ET|KT187ET,"GRANVILLE, THE RIDGE, EPSOM, KT18 7ET",GRANVILLE,,THE RIDGE,,EPSOM,KT18 7ET,Epsom and Ewell,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2325000,2025-09-26,epsom-ewell,A
property:BRYONY HIGH PARK AVENUE EAST HORSLEY LEATHERHEAD KT24 5DF|KT245DF,"BRYONY, HIGH PARK AVENUE, EAST HORSLEY, LEATHERHEAD, KT24 5DF",BRYONY,,HIGH PARK AVENUE,EAST HORSLEY,LEATHERHEAD,KT24 5DF,Guildford,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2000000,2025-09-26,guildford-district,A
property:SKY VIEW 8A BURNT HILL ROAD WRECCLESHAM FARNHAM GU10 4RZ|GU104RZ,"SKY VIEW, 8A, BURNT HILL ROAD, WRECCLESHAM, FARNHAM, GU10 4RZ","SKY VIEW, 8A",,BURNT HILL ROAD,WRECCLESHAM,FARNHAM,GU10 4RZ,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2135000,2025-09-24,waverley-south-surrey,A
property:12 WAYNEFLETE TOWER AVENUE ESHER KT10 8QG|KT108QG,"12, WAYNEFLETE TOWER AVENUE, ESHER, KT10 8QG",12,,WAYNEFLETE TOWER AVENUE,,ESHER,KT10 8QG,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2475000,2025-09-22,elmbridge-prime,A
property:HILLGROVE HOUSE 38 LEIGH HILL ROAD COBHAM KT11 2HZ|KT112HZ,"HILLGROVE HOUSE, 38, LEIGH HILL ROAD, COBHAM, KT11 2HZ","HILLGROVE HOUSE, 38",,LEIGH HILL ROAD,,COBHAM,KT11 2HZ,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2800000,2025-09-19,elmbridge-prime,A
property:11 ICKLINGHAM ROAD COBHAM KT11 2NG|KT112NG,"11, ICKLINGHAM ROAD, COBHAM, KT11 2NG",11,,ICKLINGHAM ROAD,,COBHAM,KT11 2NG,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,4333132,2025-09-18,elmbridge-prime,A
property:18 INCE ROAD HERSHAM WALTON ON THAMES KT12 5BJ|KT125BJ,"18, INCE ROAD, HERSHAM, WALTON-ON-THAMES, KT12 5BJ",18,,INCE ROAD,HERSHAM,WALTON-ON-THAMES,KT12 5BJ,Elmbridge,Detached,burwood-park,Burwood Park,A,traditional_private_estate,pe:burwood-park:ince-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,3250000,2025-09-18,elmbridge-prime,A
property:89 FAIRMILE LANE COBHAM KT11 2DG|KT112DG,"89, FAIRMILE LANE, COBHAM, KT11 2DG",89,,FAIRMILE LANE,,COBHAM,KT11 2DG,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2750000,2025-09-18,elmbridge-prime,B
property:MILHANGER PORTSMOUTH ROAD THURSLEY GODALMING GU8 6NT|GU86NT,"MILHANGER, PORTSMOUTH ROAD, THURSLEY, GODALMING, GU8 6NT",MILHANGER,,PORTSMOUTH ROAD,THURSLEY,GODALMING,GU8 6NT,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,8000000,2025-09-17,waverley-south-surrey,A
property:COSFORD MILL PORTSMOUTH ROAD THURSLEY GODALMING GU8 6NH|GU86NH,"COSFORD MILL, PORTSMOUTH ROAD, THURSLEY, GODALMING, GU8 6NH",COSFORD MILL,,PORTSMOUTH ROAD,THURSLEY,GODALMING,GU8 6NH,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,8000000,2025-09-17,waverley-south-surrey,A
property:3 CRICKET GREEN CLOSE SHACKLEFORD GODALMING GU8 6BY|GU86BY,"3, CRICKET GREEN CLOSE, SHACKLEFORD, GODALMING, GU8 6BY",3,,CRICKET GREEN CLOSE,SHACKLEFORD,GODALMING,GU8 6BY,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2385000,2025-09-15,waverley-south-surrey,A
property:BRIGHTSIDE 15A COURTLANDS AVENUE ESHER KT10 9HZ|KT109HZ,"BRIGHTSIDE, 15A, COURTLANDS AVENUE, ESHER, KT10 9HZ","BRIGHTSIDE, 15A",,COURTLANDS AVENUE,,ESHER,KT10 9HZ,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2025000,2025-09-15,elmbridge-prime,A
property:17 MEADWAY ESHER KT10 9HG|KT109HG,"17, MEADWAY, ESHER, KT10 9HG",17,,MEADWAY,,ESHER,KT10 9HG,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2800000,2025-09-12,elmbridge-prime,A
property:EDGEHILL PASTENS ROAD OXTED RH8 0RE|RH80RE,"EDGEHILL, PASTENS ROAD, OXTED, RH8 0RE",EDGEHILL,,PASTENS ROAD,,OXTED,RH8 0RE,Tandridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2890450,2025-09-11,tandridge-oxted,A
property:FAIRWAYS WEST MILES LANE COBHAM KT11 2EA|KT112EA,"FAIRWAYS WEST, MILES LANE, COBHAM, KT11 2EA",FAIRWAYS WEST,,MILES LANE,,COBHAM,KT11 2EA,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2260000,2025-09-11,elmbridge-prime,A
property:WILLOW HOUSE PARK ROAD BANSTEAD SM7 3EL|SM73EL,"WILLOW HOUSE, PARK ROAD, BANSTEAD, SM7 3EL",WILLOW HOUSE,,PARK ROAD,,BANSTEAD,SM7 3EL,Reigate and Banstead,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2100000,2025-09-10,reigate-banstead,A
property:BRETON HILL OLD AVENUE WEYBRIDGE KT13 0QE|KT130QE,"BRETON HILL, OLD AVENUE, WEYBRIDGE, KT13 0QE",BRETON HILL,,OLD AVENUE,,WEYBRIDGE,KT13 0QE,Elmbridge,Terraced,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2600000,2025-09-09,elmbridge-prime,A
property:ORNSAY WOODLANDS ROAD WEST VIRGINIA WATER GU25 4PN|GU254PN,"ORNSAY, WOODLANDS ROAD WEST, VIRGINIA WATER, GU25 4PN",ORNSAY,,WOODLANDS ROAD WEST,,VIRGINIA WATER,GU25 4PN,Runnymede,Detached,wentworth-estate,Wentworth Estate,A,traditional_private_estate,pe:wentworth-estate:woodlands-road-west:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,5050000,2025-09-05,runnymede-wentworth,A
property:44 WAYNEFLETE TOWER AVENUE ESHER KT10 8QG|KT108QG,"44, WAYNEFLETE TOWER AVENUE, ESHER, KT10 8QG",44,,WAYNEFLETE TOWER AVENUE,,ESHER,KT10 8QG,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3175000,2025-09-05,elmbridge-prime,A
property:BLUEBELL HOUSE BOUGHTON HALL AVENUE SEND WOKING GU23 7DD|GU237DD,"BLUEBELL HOUSE, BOUGHTON HALL AVENUE, SEND, WOKING, GU23 7DD",BLUEBELL HOUSE,,BOUGHTON HALL AVENUE,SEND,WOKING,GU23 7DD,Guildford,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2300000,2025-09-05,guildford-district,A
property:13 TROTSWORTH AVENUE VIRGINIA WATER GU25 4AL|GU254AL,"13, TROTSWORTH AVENUE, VIRGINIA WATER, GU25 4AL",13,,TROTSWORTH AVENUE,,VIRGINIA WATER,GU25 4AL,Runnymede,Detached,wentworth-estate,Wentworth Estate,A,traditional_private_estate,pe:wentworth-estate:trotsworth-avenue:whole,surrey-private-estates-2026-07-19-corrected-4,verified_title_restrictions,partial_ready,2200000,2025-09-05,runnymede-wentworth,A
property:SILVER BIRCHES BOUGHTON HALL AVENUE SEND WOKING GU23 7DD|GU237DD,"SILVER BIRCHES, BOUGHTON HALL AVENUE, SEND, WOKING, GU23 7DD",SILVER BIRCHES,,BOUGHTON HALL AVENUE,SEND,WOKING,GU23 7DD,Guildford,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2000000,2025-09-04,guildford-district,A
property:3 TILEHOUSE ROAD GUILDFORD GU4 8AP|GU48AP,"3, TILEHOUSE ROAD, GUILDFORD, GU4 8AP",3,,TILEHOUSE ROAD,,GUILDFORD,GU4 8AP,Guildford,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2300000,2025-09-03,guildford-district,A
property:KILN MEADOW SHELLWOOD ROAD LEIGH REIGATE RH2 8NX|RH28NX,"KILN MEADOW, SHELLWOOD ROAD, LEIGH, REIGATE, RH2 8NX",KILN MEADOW,,SHELLWOOD ROAD,LEIGH,REIGATE,RH2 8NX,Mole Valley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2075000,2025-09-03,mole-valley,A
property:CONSTANTIA SOUTH ROAD ST GEORGES HILL WEYBRIDGE KT13 0NA|KT130NA,"CONSTANTIA, SOUTH ROAD, ST GEORGES HILL, WEYBRIDGE, KT13 0NA",CONSTANTIA,,SOUTH ROAD,ST GEORGES HILL,WEYBRIDGE,KT13 0NA,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:south-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,19000000,2025-08-29,elmbridge-prime,A
property:HIGHBURY HOUSE 38 CRANLEY ROAD HERSHAM WALTON ON THAMES KT12 5BL|KT125BL,"HIGHBURY HOUSE, 38, CRANLEY ROAD, HERSHAM, WALTON-ON-THAMES, KT12 5BL","HIGHBURY HOUSE, 38",,CRANLEY ROAD,HERSHAM,WALTON-ON-THAMES,KT12 5BL,Elmbridge,Detached,burwood-park,Burwood Park,A,traditional_private_estate,pe:burwood-park:cranley-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,5400000,2025-08-29,elmbridge-prime,A
property:WEYLANDS GUILDFORD ROAD GODALMING GU7 3BX|GU73BX,"WEYLANDS, GUILDFORD ROAD, GODALMING, GU7 3BX",WEYLANDS,,GUILDFORD ROAD,,GODALMING,GU7 3BX,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2400000,2025-08-29,waverley-south-surrey,A
property:CONEWOOD UPPER COURT ROAD WOLDINGHAM CATERHAM CR3 7BF|CR37BF,"CONEWOOD, UPPER COURT ROAD, WOLDINGHAM, CATERHAM, CR3 7BF",CONEWOOD,,UPPER COURT ROAD,WOLDINGHAM,CATERHAM,CR3 7BF,Tandridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2050000,2025-08-29,tandridge-oxted,A
property:TODD HOUSE THE STREET WEST CLANDON GUILDFORD GU4 7TG|GU47TG,"TODD HOUSE, THE STREET, WEST CLANDON, GUILDFORD, GU4 7TG",TODD HOUSE,,THE STREET,WEST CLANDON,GUILDFORD,GU4 7TG,Guildford,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2000000,2025-08-29,guildford-district,A
property:ORCHARD HOUSE 18A GREAT AUSTINS FARNHAM GU9 8JQ|GU98JQ,"ORCHARD HOUSE, 18A, GREAT AUSTINS, FARNHAM, GU9 8JQ","ORCHARD HOUSE, 18A",,GREAT AUSTINS,,FARNHAM,GU9 8JQ,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2350000,2025-08-28,waverley-south-surrey,A
property:MEADOWBROOK BUNCH LANE HASLEMERE GU27 1AE|GU271AE,"MEADOWBROOK, BUNCH LANE, HASLEMERE, GU27 1AE",MEADOWBROOK,,BUNCH LANE,,HASLEMERE,GU27 1AE,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2375000,2025-08-27,waverley-south-surrey,A
property:WELLS HOUSE 11A CLARENCE DRIVE ENGLEFIELD GREEN EGHAM TW20 0NL|TW200NL,"WELLS HOUSE, 11A, CLARENCE DRIVE, ENGLEFIELD GREEN, EGHAM, TW20 0NL","WELLS HOUSE, 11A",,CLARENCE DRIVE,ENGLEFIELD GREEN,EGHAM,TW20 0NL,Runnymede,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2250000,2025-08-27,runnymede-wentworth,A
property:HUNTERS MOON 2 FARNDON CLOSE CHIDDINGFOLD GODALMING GU8 4EN|GU84EN,"HUNTERS MOON, 2, FARNDON CLOSE, CHIDDINGFOLD, GODALMING, GU8 4EN","HUNTERS MOON, 2",,FARNDON CLOSE,CHIDDINGFOLD,GODALMING,GU8 4EN,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2215000,2025-08-21,waverley-south-surrey,A
property:23 PALACE ROAD EAST MOLESEY KT8 9DJ|KT89DJ,"23, PALACE ROAD, EAST MOLESEY, KT8 9DJ",23,,PALACE ROAD,,EAST MOLESEY,KT8 9DJ,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2000000,2025-08-21,elmbridge-prime,A
property:23 THE BARTON COBHAM KT11 2NJ|KT112NJ,"23, THE BARTON, COBHAM, KT11 2NJ",23,,THE BARTON,,COBHAM,KT11 2NJ,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2350000,2025-08-20,elmbridge-prime,A
property:SHERBOURNE HOUSE SHERBOURNE DRIVE ASCOT SL5 0LG|SL50LG,"SHERBOURNE HOUSE, SHERBOURNE DRIVE, ASCOT, SL5 0LG",SHERBOURNE HOUSE,,SHERBOURNE DRIVE,,ASCOT,SL5 0LG,Runnymede,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,18300000,2025-08-19,runnymede-wentworth,A
property:11 WOODSIDE ROAD COBHAM KT11 2QR|KT112QR,"11, WOODSIDE ROAD, COBHAM, KT11 2QR",11,,WOODSIDE ROAD,,COBHAM,KT11 2QR,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2950000,2025-08-19,elmbridge-prime,A
property:APARTMENT 2 PEPER HAROW HOUSE PEPER HAROW PARK PEPER HAROW GODALMING GU8 6BG|GU86BG,"APARTMENT 2, PEPER HAROW HOUSE, PEPER HAROW PARK, PEPER HAROW, GODALMING, GU8 6BG",PEPER HAROW HOUSE,APARTMENT 2,PEPER HAROW PARK,PEPER HAROW,GODALMING,GU8 6BG,Waverley,Flat Maisonette,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2750000,2025-08-18,waverley-south-surrey,A
property:CADAGON HOUSE 19B EATON PARK COBHAM KT11 2JF|KT112JF,"CADAGON HOUSE, 19B, EATON PARK, COBHAM, KT11 2JF","CADAGON HOUSE, 19B",,EATON PARK,,COBHAM,KT11 2JF,Elmbridge,Detached,eaton-park,Eaton Park,A,traditional_private_estate,pe:eaton-park:eaton-park:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,4350000,2025-08-15,elmbridge-prime,B
property:QUEENWOOD MOLES HILL OXSHOTT LEATHERHEAD KT22 0QB|KT220QB,"QUEENWOOD, MOLES HILL, OXSHOTT, LEATHERHEAD, KT22 0QB",QUEENWOOD,,MOLES HILL,OXSHOTT,LEATHERHEAD,KT22 0QB,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3240000,2025-08-15,elmbridge-prime,A
property:PARK HOUSE PICKHURST ROAD CHIDDINGFOLD GODALMING GU8 4TS|GU84TS,"PARK HOUSE, PICKHURST ROAD, CHIDDINGFOLD, GODALMING, GU8 4TS",PARK HOUSE,,PICKHURST ROAD,CHIDDINGFOLD,GODALMING,GU8 4TS,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3025000,2025-08-15,waverley-south-surrey,A
property:CHANTRY HOUSE THE GREEN CHIDDINGFOLD GODALMING GU8 4TT|GU84TT,"CHANTRY HOUSE, THE GREEN, CHIDDINGFOLD, GODALMING, GU8 4TT",CHANTRY HOUSE,,THE GREEN,CHIDDINGFOLD,GODALMING,GU8 4TT,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2850000,2025-08-15,waverley-south-surrey,A
property:18 CLAREMONT AVENUE ESHER KT10 9JD|KT109JD,"18, CLAREMONT AVENUE, ESHER, KT10 9JD",18,,CLAREMONT AVENUE,,ESHER,KT10 9JD,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2110000,2025-08-15,elmbridge-prime,A
property:OVERWOOD HOUSE OLD COMPTON LANE FARNHAM GU9 8EH|GU98EH,"OVERWOOD HOUSE, OLD COMPTON LANE, FARNHAM, GU9 8EH",OVERWOOD HOUSE,,OLD COMPTON LANE,,FARNHAM,GU9 8EH,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2075000,2025-08-15,waverley-south-surrey,A
property:OLDWAYS HOUSE FAIROAK LANE OXSHOTT LEATHERHEAD KT22 0TN|KT220TN,"OLDWAYS HOUSE, FAIROAK LANE, OXSHOTT, LEATHERHEAD, KT22 0TN",OLDWAYS HOUSE,,FAIROAK LANE,OXSHOTT,LEATHERHEAD,KT22 0TN,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2260000,2025-08-14,elmbridge-prime,A
property:5 LITTLEWORTH LANE ESHER KT10 9PF|KT109PF,"5, LITTLEWORTH LANE, ESHER, KT10 9PF",5,,LITTLEWORTH LANE,,ESHER,KT10 9PF,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2080000,2025-08-14,elmbridge-prime,A
property:17 NUNS WALK VIRGINIA WATER GU25 4RT|GU254RT,"17, NUNS WALK, VIRGINIA WATER, GU25 4RT",17,,NUNS WALK,,VIRGINIA WATER,GU25 4RT,Runnymede,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,4100000,2025-08-12,runnymede-wentworth,A
property:12 FAIRMILE AVENUE COBHAM KT11 2JB|KT112JB,"12, FAIRMILE AVENUE, COBHAM, KT11 2JB",12,,FAIRMILE AVENUE,,COBHAM,KT11 2JB,Elmbridge,Detached,eaton-park,Eaton Park,A,traditional_private_estate,pe:eaton-park:fairmile-avenue:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,6425000,2025-08-08,elmbridge-prime,A
property:3A LITTLEWORTH ROAD ESHER KT10 9PD|KT109PD,"3A, LITTLEWORTH ROAD, ESHER, KT10 9PD",3A,,LITTLEWORTH ROAD,,ESHER,KT10 9PD,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2200000,2025-08-08,elmbridge-prime,A
property:ROWANS PUNCHBOWL LANE DORKING RH5 4BJ|RH54BJ,"ROWANS, PUNCHBOWL LANE, DORKING, RH5 4BJ",ROWANS,,PUNCHBOWL LANE,,DORKING,RH5 4BJ,Mole Valley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2125000,2025-08-08,mole-valley,A
property:THE RED HOUSE 29 PALACE ROAD EAST MOLESEY KT8 9DJ|KT89DJ,"THE RED HOUSE, 29, PALACE ROAD, EAST MOLESEY, KT8 9DJ","THE RED HOUSE, 29",,PALACE ROAD,,EAST MOLESEY,KT8 9DJ,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2000000,2025-08-08,elmbridge-prime,A
property:BREEZES PRIMROSE WAY BRAMLEY GUILDFORD GU5 0BZ|GU50BZ,"BREEZES, PRIMROSE WAY, BRAMLEY, GUILDFORD, GU5 0BZ",BREEZES,,PRIMROSE WAY,BRAMLEY,GUILDFORD,GU5 0BZ,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2000000,2025-08-08,waverley-south-surrey,A
property:HATTON COURT HATTON HILL WINDLESHAM GU20 6AD|GU206AD,"HATTON COURT, HATTON HILL, WINDLESHAM, GU20 6AD",HATTON COURT,,HATTON HILL,,WINDLESHAM,GU20 6AD,Surrey Heath,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3700000,2025-08-07,surrey-heath,A
property:BUCKHURST WESTWOOD LANE NORMANDY GUILDFORD GU3 2JE|GU32JE,"BUCKHURST, WESTWOOD LANE, NORMANDY, GUILDFORD, GU3 2JE",BUCKHURST,,WESTWOOD LANE,NORMANDY,GUILDFORD,GU3 2JE,Guildford,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2450000,2025-08-07,guildford-district,A
property:9 BEACONSFIELD GARDENS CLAYGATE ESHER KT10 0PX|KT100PX,"9, BEACONSFIELD GARDENS, CLAYGATE, ESHER, KT10 0PX",9,,BEACONSFIELD GARDENS,CLAYGATE,ESHER,KT10 0PX,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2473000,2025-08-05,elmbridge-prime,A
property:ASHLEY HOUSE 68 ASHLEY PARK AVENUE WALTON ON THAMES KT12 1EU|KT121EU,"ASHLEY HOUSE, 68, ASHLEY PARK AVENUE, WALTON-ON-THAMES, KT12 1EU","ASHLEY HOUSE, 68",,ASHLEY PARK AVENUE,,WALTON-ON-THAMES,KT12 1EU,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3100000,2025-08-04,elmbridge-prime,A
property:LITTLE ST MICHAELS WEST HEATH OXTED RH8 0QS|RH80QS,"LITTLE ST MICHAELS, WEST HEATH, OXTED, RH8 0QS",LITTLE ST MICHAELS,,WEST HEATH,,OXTED,RH8 0QS,Tandridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2137500,2025-08-04,tandridge-oxted,A
property:AURORA ESHER ROAD HERSHAM WALTON ON THAMES KT12 4LL|KT124LL,"AURORA, ESHER ROAD, HERSHAM, WALTON-ON-THAMES, KT12 4LL",AURORA,,ESHER ROAD,HERSHAM,WALTON-ON-THAMES,KT12 4LL,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2700000,2025-08-01,elmbridge-prime,A
property:OAKWOOD QUARRY ROAD OXTED RH8 9HF|RH89HF,"OAKWOOD, QUARRY ROAD, OXTED, RH8 9HF",OAKWOOD,,QUARRY ROAD,,OXTED,RH8 9HF,Tandridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2520000,2025-08-01,tandridge-oxted,A
property:POUND FARM THE COMMON DUNSFOLD GODALMING GU8 4LA|GU84LA,"POUND FARM, THE COMMON, DUNSFOLD, GODALMING, GU8 4LA",POUND FARM,,THE COMMON,DUNSFOLD,GODALMING,GU8 4LA,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2100000,2025-08-01,waverley-south-surrey,A
property:2 OXSHOTT RISE COBHAM KT11 2RN|KT112RN,"2, OXSHOTT RISE, COBHAM, KT11 2RN",2,,OXSHOTT RISE,,COBHAM,KT11 2RN,Elmbridge,Detached,oxshott-way-estate,Oxshott Way Estate,A,traditional_private_estate,pe:oxshott-way-estate:oxshott-rise:whole,surrey-private-estates-2026-07-19-corrected-4,verified,ready,6175000,2025-07-31,elmbridge-prime,A
property:6 CLARE HILL ESHER KT10 9NA|KT109NA,"6, CLARE HILL, ESHER, KT10 9NA",6,,CLARE HILL,,ESHER,KT10 9NA,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,4350000,2025-07-31,elmbridge-prime,A
property:AMBERLEY KNIPP HILL COBHAM KT11 2PE|KT112PE,"AMBERLEY, KNIPP HILL, COBHAM, KT11 2PE",AMBERLEY,,KNIPP HILL,,COBHAM,KT11 2PE,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2825000,2025-07-30,elmbridge-prime,A
property:WOODEND HOLLY BANK ROAD WOKING GU22 0JW|GU220JW,"WOODEND, HOLLY BANK ROAD, WOKING, GU22 0JW",WOODEND,,HOLLY BANK ROAD,,WOKING,GU22 0JW,Woking,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,2850000,2025-07-29,woking-district,A
